1	1.5052e-23
2	2.0315e-23
3	8.8542e-24
4	4.2503e-24
5	2.3866e-24
6	1.5174e-24
7	1.0419e-24
8	7.5393e-25
9	5.6741e-25
10	4.4004e-25
11	3.3948e-25
12	2.6748e-25
13	2.1425e-25
14	1.7474e-25
15	1.4469e-25
16	1.2134e-25
17	1.0293e-25
18	8.8121e-26
19	7.5822e-26
20	6.5697e-26
21	5.7410e-26
22	5.0512e-26
23	4.4696e-26
24	3.9739e-26
25	3.5504e-26
26	3.1843e-26
27	2.8672e-26
28	2.5909e-26
29	2.3481e-26
30	2.1348e-26
31	1.9420e-26
32	1.7721e-26
33	1.6203e-26
34	1.4847e-26
35	1.3612e-26
36	1.2506e-26
37	1.1498e-26
38	1.0593e-26
39	9.7757e-27
40	9.0352e-27
41	8.3558e-27
42	7.7482e-27
43	7.1909e-27
44	6.6747e-27
45	6.2106e-27
46	5.7823e-27
47	5.3843e-27
48	5.0163e-27
49	4.6783e-27
50	4.3650e-27
51	4.0753e-27
52	3.8071e-27
53	3.5596e-27
54	3.3282e-27
55	3.1133e-27
56	2.9137e-27
57	2.7276e-27
58	2.5552e-27
59	2.3948e-27
60	2.2447e-27
61	2.1050e-27
62	1.9736e-27
63	1.8516e-27
64	1.7376e-27
65	1.6299e-27
66	1.5295e-27
67	1.4358e-27
68	1.3472e-27
69	1.2652e-27
70	1.1871e-27
71	1.1145e-27
72	1.0461e-27
73	9.8154e-28
74	9.2123e-28
75	8.6447e-28
76	8.1104e-28
77	7.6158e-28
78	7.1420e-28
79	6.7033e-28
80	6.2857e-28
81	5.8916e-28
82	5.5243e-28
83	5.1772e-28
84	4.8484e-28
85	4.5423e-28
86	4.2483e-28
87	3.9716e-28
88	3.7125e-28
89	3.4676e-28
90	3.2347e-28
91	3.0124e-28
92	2.8002e-28
93	2.6000e-28
94	2.4103e-28
95	2.2299e-28
96	2.0536e-28
97	1.8890e-28
98	1.7310e-28
99	1.5792e-28
