1	1.2388e-23
2	1.6834e-23
3	7.3766e-24
4	3.5503e-24
5	1.9978e-24
6	1.2729e-24
7	8.7579e-25
8	6.3506e-25
9	4.7893e-25
10	3.7218e-25
11	2.8761e-25
12	2.2701e-25
13	1.8216e-25
14	1.4884e-25
15	1.2347e-25
16	1.0375e-25
17	8.8196e-26
18	7.5658e-26
19	6.5238e-26
20	5.6640e-26
21	4.9607e-26
22	4.3751e-26
23	3.8802e-26
24	3.4580e-26
25	3.0969e-26
26	2.7843e-26
27	2.5133e-26
28	2.2767e-26
29	2.0686e-26
30	1.8854e-26
31	1.7195e-26
32	1.5730e-26
33	1.4421e-26
34	1.3249e-26
35	1.2198e-26
36	1.1256e-26
37	1.0397e-26
38	9.6227e-27
39	8.9173e-27
40	8.2819e-27
41	7.7010e-27
42	7.1634e-27
43	6.6703e-27
44	6.2155e-27
45	5.8053e-27
46	5.4259e-27
47	5.0739e-27
48	4.7481e-27
49	4.4478e-27
50	4.1698e-27
51	3.9117e-27
52	3.6729e-27
53	3.4520e-27
54	3.2452e-27
55	3.0524e-27
56	2.8733e-27
57	2.7059e-27
58	2.5503e-27
59	2.4051e-27
60	2.2689e-27
61	2.1415e-27
62	2.0216e-27
63	1.9095e-27
64	1.8044e-27
65	1.7047e-27
66	1.6112e-27
67	1.5235e-27
68	1.4403e-27
69	1.3627e-27
70	1.2884e-27
71	1.2190e-27
72	1.1531e-27
73	1.0905e-27
74	1.0317e-27
75	9.7600e-28
76	9.2318e-28
77	8.7398e-28
78	8.2647e-28
79	7.8234e-28
80	7.3990e-28
81	6.9975e-28
82	6.6202e-28
83	6.2641e-28
84	5.9237e-28
85	5.6053e-28
86	5.2998e-28
87	5.0138e-28
88	4.7416e-28
89	4.4857e-28
90	4.2449e-28
91	4.0134e-28
92	3.7932e-28
93	3.5856e-28
94	3.3904e-28
95	3.2070e-28
96	3.0281e-28
97	2.8630e-28
98	2.7054e-28
99	2.5548e-28
