1	2.7180e-23
2	3.6097e-23
3	1.5523e-23
4	7.4012e-24
5	4.1318e-24
6	2.6116e-24
7	1.7831e-24
8	1.2822e-24
9	9.5907e-25
10	7.3915e-25
11	5.6707e-25
12	4.4413e-25
13	3.5357e-25
14	2.8650e-25
15	2.3565e-25
16	1.9621e-25
17	1.6522e-25
18	1.4040e-25
19	1.1984e-25
20	1.0303e-25
21	8.9266e-26
22	7.7873e-26
23	6.8213e-26
24	6.0054e-26
25	5.3115e-26
26	4.7151e-26
27	4.1992e-26
28	3.7505e-26
29	3.3609e-26
30	3.0177e-26
31	2.7102e-26
32	2.4381e-26
33	2.1988e-26
34	1.9853e-26
35	1.7948e-26
36	1.6252e-26
37	1.4714e-26
38	1.3341e-26
39	1.2108e-26
40	1.1001e-26
41	9.9898e-27
42	9.0975e-27
43	8.2817e-27
44	7.5348e-27
45	6.8726e-27
46	6.2676e-27
47	5.7114e-27
48	5.2026e-27
49	4.7443e-27
50	4.3215e-27
51	3.9375e-27
52	3.5870e-27
53	3.2678e-27
54	2.9751e-27
55	2.7055e-27
56	2.4606e-27
57	2.2350e-27
58	2.0286e-27
59	1.8392e-27
60	1.6648e-27
61	1.5038e-27
62	1.3548e-27
63	1.2175e-27
64	1.0910e-27
65	9.7258e-28
66	8.6307e-28
67	7.6125e-28
68	6.6651e-28
69	5.7866e-28
70	4.9631e-28
71	4.1987e-28
72	3.4846e-28
73	2.8202e-28
74	2.2117e-28
75	1.6452e-28
76	1.1268e-28
77	6.5569e-29
78	2.2981e-29
79	0.0000e+00
80	0.0000e+00
81	0.0000e+00
82	0.0000e+00
83	0.0000e+00
84	0.0000e+00
85	0.0000e+00
86	0.0000e+00
87	0.0000e+00
88	0.0000e+00
89	0.0000e+00
90	0.0000e+00
91	0.0000e+00
92	0.0000e+00
93	0.0000e+00
94	0.0000e+00
95	0.0000e+00
96	0.0000e+00
97	0.0000e+00
98	0.0000e+00
99	0.0000e+00
